customer_id,time_spent,pages_viewed,basket_value,purchase,device_type_Desktop,device_type_Mobile,device_type_Tablet,device_type_Unknown,customer_type_New,customer_type_Returning
1001,0.0938382519953575,0.1111111111111111,0.0591142146596211,0,0,0,0,1,0,1
1002,0.4907147384699379,0.1111111111111111,0.2894314970032721,1,1,0,0,0,0,1
1003,0.8589762568376256,0.8888888888888888,0.0176671411501129,1,0,0,1,0,0,1
1004,0.7024352186964824,0.3333333333333332,0.4707960463435911,1,0,0,1,0,0,1
1005,0.7851284891959939,0.7222222222222221,0.3337894008045977,1,0,0,1,0,0,1
1006,0.6207372783409225,0.8888888888888888,0.0,1,0,0,1,0,0,1
1007,0.6579958384576649,0.9444444444444444,0.0548918043241245,1,1,0,0,0,0,1
1008,0.8325560363787147,0.5,0.3591573136806513,1,0,0,0,1,0,1
1009,0.1656284755634642,0.9444444444444444,0.5317975683565892,0,0,0,1,0,0,1
1010,0.4323393153185754,0.5,0.0996431592391267,1,1,0,0,0,0,1
1011,0.133970547975111,0.0,0.4289522264750102,1,0,1,0,0,0,1
1012,0.9865956908277296,0.9444444444444444,0.1966054077238967,1,1,0,0,0,0,1
1013,0.9380844617955963,0.0,0.4353499545953992,1,1,0,0,0,0,1
1014,0.5110202630157923,0.6666666666666666,0.4108705201735709,1,0,0,1,0,0,1
1015,0.6727894986035113,0.5,0.3185692334118257,1,1,0,0,0,1,0
1016,0.9171586723808228,0.5555555555555555,0.0,1,0,1,0,0,0,1
1017,0.0887682969653285,0.4444444444444444,0.0,1,0,0,1,0,1,0
1018,0.5196869642912458,0.4444444444444444,0.3791928191777374,1,0,0,1,0,1,0
1019,0.9063014145106691,0.5,0.363178472951089,1,1,0,0,0,1,0
1020,0.5110202630157923,0.0,0.3256286303955261,1,0,1,0,0,1,0
1021,0.6637178050030572,0.8888888888888888,0.1377600827908185,1,0,1,0,0,1,0
1022,0.2186698530923083,0.0555555555555555,0.4807702766281924,1,1,0,0,0,1,0
1023,0.9162107533315652,0.6666666666666666,0.4484541296757153,1,0,1,0,0,1,0
1024,0.968118630185816,0.4444444444444444,0.1033784715018518,1,0,1,0,0,0,1
1025,0.9383148993135902,0.5,0.5212185142170316,0,1,0,0,0,0,1
1026,0.4154185502650317,0.2222222222222222,0.3144374776628562,0,0,1,0,0,0,1
1027,0.8468473173461196,0.5555555555555555,0.313994675512894,1,0,0,0,1,1,0
1028,0.8273874436739521,1.0,0.0,1,0,1,0,0,1,0
1029,0.2428666557815481,0.1111111111111111,0.2777781169566585,0,0,1,0,0,1,0
1030,0.8099959268981959,0.611111111111111,0.0,1,1,0,0,0,0,1
1031,0.5110202630157923,1.0,0.4720474412711544,1,0,1,0,0,0,1
1032,0.5511959173551175,1.0,0.468335761552984,1,0,1,0,0,0,1
1033,0.1437591864600687,0.6666666666666666,0.3236861073026432,0,1,0,0,0,0,1
1034,0.0220135844687271,0.3333333333333332,0.44688608327823,0,0,0,1,0,0,1
1035,0.5110202630157923,0.7777777777777777,0.1455362899068031,1,1,0,0,0,0,1
1036,0.6624591094486628,0.3333333333333332,0.3934296824593559,1,0,1,0,0,0,1
1037,0.2659766498935004,0.3888888888888888,0.2645779466937099,1,0,1,0,0,1,0
1038,0.6941386498455783,0.2222222222222222,0.0,0,0,0,1,0,1,0
1039,0.5110202630157923,0.5,0.0140867204057323,0,0,1,0,0,0,1
1040,0.2386281784601998,0.1666666666666666,0.1754939397522368,1,1,0,0,0,0,1
1041,0.4880341859497622,0.5,0.3640045005923902,1,0,1,0,0,0,1
1042,0.7675099731627013,0.7777777777777777,0.1756511276659734,1,0,1,0,0,0,1
1043,0.2424795660556637,0.9444444444444444,0.1880589543962439,1,0,0,1,0,1,0
1044,0.5841475145318905,0.6666666666666666,0.4248706909076529,1,1,0,0,0,0,1
1045,0.8734732389678149,0.3888888888888888,0.1943718149272924,1,1,0,0,0,0,1
1046,0.5729919402836077,0.4444444444444444,0.5241056633016351,1,0,1,0,0,1,0
1047,0.1470415396124952,0.8333333333333333,0.4951360493963782,1,0,1,0,0,0,1
1048,0.5110202630157923,1.0,0.2952411229666049,0,0,0,0,1,1,0
1049,0.8558092345507644,0.8333333333333333,0.4231572622025951,1,1,0,0,0,1,0
1050,0.5110202630157923,0.3333333333333332,0.3993391412377041,0,0,1,0,0,0,1
1051,0.8609294878081344,0.7222222222222221,0.2484608370626009,1,0,1,0,0,0,1
1052,0.4762935111548499,0.7222222222222221,0.4420712525804677,1,0,1,0,0,1,0
1053,0.9325316518243576,0.1666666666666666,0.4678208259669411,1,0,0,1,0,1,0
1054,0.776476170991737,0.7777777777777777,0.0,1,1,0,0,0,0,1
1055,0.998015926086557,0.1111111111111111,0.3182630370869891,1,0,0,1,0,1,0
1056,0.2780317988899111,0.2222222222222222,0.3163318608171801,1,0,1,0,0,0,1
1057,0.7413292664442345,0.0,0.4399704062644466,1,0,0,1,0,0,1
1058,0.3350090352474738,0.5,0.2138069531819738,0,0,1,0,0,1,0
1059,0.4217164185462528,0.5,0.186897327614647,1,1,0,0,0,0,1
1060,0.585943059696711,0.3888888888888888,0.3209646346239906,1,0,0,1,0,0,1
1061,0.8597897466999405,0.1666666666666666,0.4979748093232635,1,0,1,0,0,0,1
1062,0.9826081720771768,0.0555555555555555,0.0817051649738836,0,0,1,0,0,1,0
1063,0.7425363829697375,0.5,0.1122287433792817,1,0,1,0,0,1,0
1064,0.3526251991046851,0.1666666666666666,0.2004053703515596,1,0,1,0,0,0,1
1065,0.3566190378704317,0.1111111111111111,0.2315158951763972,1,1,0,0,0,0,1
1066,0.7083949236096664,0.0555555555555555,0.0,0,1,0,0,0,1,0
1067,0.1535132431054738,0.5,0.5533733149853819,1,0,0,0,1,1,0
1068,0.0107861651420727,0.6666666666666666,0.2686312010947204,1,1,0,0,0,0,1
1069,0.2823817484040578,0.2222222222222222,0.2424391649540113,1,1,0,0,0,1,0
1070,0.2074232521974978,0.4444444444444444,0.0,0,0,1,0,0,1,0
1071,0.2175119478967899,0.2777777777777778,0.4169207515314356,1,0,1,0,0,0,1
1072,0.1477626962334948,0.2222222222222222,0.1977971514444241,0,0,0,1,0,1,0
1073,0.5110202630157923,0.5,0.3201967296528872,1,0,1,0,0,0,1
1074,0.5110202630157923,0.3888888888888888,0.0,1,1,0,0,0,0,1
1075,0.9866561862548244,0.3333333333333332,0.5446580604626303,1,0,1,0,0,0,1
1076,0.3637564817493618,0.3333333333333332,0.2621412197380671,0,1,0,0,0,1,0
1077,0.3154256671976672,0.2777777777777778,0.0392723572299653,1,1,0,0,0,0,1
1078,0.6439467512725737,0.1111111111111111,0.0,1,0,1,0,0,1,0
1079,0.1306827256140591,1.0,0.5493458510233145,1,0,1,0,0,1,0
1080,0.9446498014374446,0.7777777777777777,0.1535266106036518,1,1,0,0,0,0,1
1081,0.7626396236162013,0.1666666666666666,0.0,1,0,1,0,0,0,1
1082,0.5110202630157923,0.611111111111111,0.0,0,0,1,0,0,1,0
1083,0.3524182815681497,0.2777777777777778,0.2185634720507772,0,1,0,0,0,1,0
1084,0.8658426482970774,1.0,0.2459811022374934,1,0,1,0,0,0,1
1085,0.9388327685238654,0.1666666666666666,0.5682674163560499,1,0,0,1,0,0,1
1086,0.4078399489189274,0.7777777777777777,0.0382225829327941,1,0,0,0,1,1,0
1087,0.570264505898171,0.4444444444444444,0.2238438379185403,1,0,1,0,0,0,1
1088,0.0737045508003539,0.5,0.0,1,1,0,0,0,0,1
1089,0.990489854418148,0.6666666666666666,0.0670584229236059,1,1,0,0,0,0,1
1090,0.1456089925679799,0.9444444444444444,0.0,1,0,1,0,0,0,1
1091,0.9366076490650282,0.2222222222222222,0.0,1,0,1,0,0,1,0
1092,0.6105733952641538,0.8333333333333333,0.0,1,0,1,0,0,0,1
1093,0.5639519640122403,1.0,0.2034386534629911,1,0,1,0,0,0,1
1094,0.4582181902868734,0.7222222222222221,0.0,1,0,1,0,0,0,1
1095,0.1444944687606621,0.8333333333333333,0.0,0,0,1,0,0,0,1
1096,0.0842659780130104,0.7777777777777777,0.7720133305204316,1,0,1,0,0,0,1
1097,0.1331660081689067,0.1666666666666666,0.3169243743493271,0,1,0,0,0,1,0
1098,0.0952903330931505,0.3333333333333332,0.0,1,0,0,0,1,1,0
1099,0.7551190512573864,0.5,0.3714115472810931,1,1,0,0,0,1,0
1100,0.2773793009489373,0.3888888888888888,0.0,1,1,0,0,0,0,1
1101,0.5110202630157923,0.8888888888888888,0.1309295070309008,1,0,0,0,1,0,1
1102,0.9659431615913504,0.8333333333333333,0.1785480037341774,1,1,0,0,0,0,1
1103,0.8710349626949395,0.5,0.1607367707599384,1,1,0,0,0,1,0
1104,0.9199441382555577,0.5,0.1985066909879418,1,0,1,0,0,0,1
1105,0.9946494177640612,0.0555555555555555,0.2613126250599167,1,0,0,1,0,0,1
1106,0.0813372133046614,0.4444444444444444,0.0,1,0,1,0,0,0,1
1107,0.3286805853143383,0.8888888888888888,0.0753300567574594,0,0,0,0,1,1,0
1108,0.7313732999798414,0.5,0.0,1,1,0,0,0,1,0
1109,0.6621608048652439,0.5,0.2594768972018522,1,0,1,0,0,0,1
1110,0.0590895102556148,0.8888888888888888,0.2151387055203937,1,0,1,0,0,0,1
1111,0.7954428377767846,0.1666666666666666,0.3059608418395482,0,1,0,0,0,1,0
1112,0.1375649271287174,0.8333333333333333,0.0256138150582232,1,1,0,0,0,0,1
1113,0.1368719362267641,0.7777777777777777,0.337435991833039,1,1,0,0,0,1,0
1114,0.4852343657164648,0.2222222222222222,0.2187324790362398,1,0,0,1,0,0,1
1115,0.5474916157824886,0.2777777777777778,0.3332897152082234,1,0,1,0,0,0,1
1116,0.533192850909202,0.8888888888888888,0.3612934862171539,1,0,1,0,0,1,0
1117,0.5110202630157923,0.0,0.4891959945273237,1,1,0,0,0,0,1
1118,0.8639988705847588,0.5,0.3094166822101791,1,0,1,0,0,1,0
1119,0.1833516156443685,0.1666666666666666,0.4779300379094273,0,1,0,0,0,1,0
1120,0.0319675733571318,0.8888888888888888,0.2351289652372566,1,0,1,0,0,0,1
1121,0.8765550159984224,0.4444444444444444,0.2434754975558936,1,0,1,0,0,1,0
1122,0.9509798305343314,0.0555555555555555,0.2755164827651076,1,1,0,0,0,1,0
1123,0.8469418356756497,0.5,0.0,1,1,0,0,0,1,0
1124,0.788415613967286,0.7777777777777777,0.4017378302842895,1,1,0,0,0,1,0
1125,0.6167977636188987,0.3333333333333332,0.3150323922030819,1,0,1,0,0,1,0
1126,0.5006780580459492,0.2777777777777778,0.0767467541911813,0,0,1,0,0,1,0
1127,0.5110202630157923,0.0,0.3986080483722986,0,0,1,0,0,0,1
1128,0.3422645827166469,0.7777777777777777,0.1407993544587396,1,0,1,0,0,1,0
1129,0.3024791586487046,0.3333333333333332,0.1312713437138569,0,0,1,0,0,0,1
1130,0.176848110446999,0.8888888888888888,0.0923520818018414,1,0,1,0,0,1,0
1131,0.6926405984387278,0.0555555555555555,0.2768732178405691,0,1,0,0,0,1,0
1132,0.4395152934595039,0.4444444444444444,0.5032841158835887,1,0,1,0,0,1,0
1133,0.5110202630157923,0.4444444444444444,0.0,1,1,0,0,0,0,1
1134,0.1328289364722924,0.6666666666666666,0.0,1,0,0,1,0,0,1
1135,0.6479642410768205,0.2777777777777778,0.4504947065707249,1,0,1,0,0,0,1
1136,0.5110202630157923,0.2777777777777778,0.0353308172910965,0,0,1,0,0,1,0
1137,0.8347934084141249,0.1111111111111111,0.2244872911593338,1,0,1,0,0,0,1
1138,0.438704106582805,0.8888888888888888,0.0,1,1,0,0,0,1,0
1139,0.4225073025676795,0.8888888888888888,0.4076820674006218,1,0,1,0,0,1,0
1140,0.5468996403709956,0.5,0.1186357055594832,1,0,1,0,0,0,1
1141,0.8052853680499729,0.8333333333333333,0.0079638858416866,1,1,0,0,0,1,0
1142,0.274802875258858,0.7777777777777777,0.0,1,0,1,0,0,0,1
1143,0.6421322467123923,0.6666666666666666,0.4958827134998316,1,1,0,0,0,1,0
1144,0.5172248785406649,0.0,0.2577539018438139,1,1,0,0,0,0,1
1145,0.1849404070008371,0.8888888888888888,0.3610827507079441,1,1,0,0,0,0,1
1146,0.8652994291887586,0.1111111111111111,0.3678646643199239,1,0,1,0,0,0,1
1147,0.7749663764981248,0.7777777777777777,0.0269951428009889,1,0,0,1,0,1,0
1148,0.620368474890978,0.1666666666666666,0.1341604222809076,1,1,0,0,0,1,0
1149,0.8340979391028202,0.1666666666666666,0.2925454508242758,1,0,1,0,0,0,1
1150,0.8526892555034805,0.9444444444444444,0.0,1,0,1,0,0,1,0
1151,0.6758907124963491,0.8888888888888888,0.5894375648805937,1,0,1,0,0,0,1
1152,0.8190041556659848,1.0,0.0766441084097676,0,0,0,1,0,0,1
1153,0.6637747547896151,0.5555555555555555,0.1324318681024019,1,0,0,1,0,1,0
1154,0.6444957192207597,0.1111111111111111,0.3422166003485534,0,1,0,0,0,0,1
1155,0.5760490865179534,0.3888888888888888,0.1816285983254451,1,0,0,1,0,0,1
1156,0.7252306896145365,0.7222222222222221,0.0,1,0,1,0,0,1,0
1157,0.0643281253711538,0.0,0.6296924961969499,0,0,1,0,0,1,0
1158,0.8677921135298696,0.5,0.1035738462637163,1,0,0,1,0,0,1
1159,0.8577500253499932,0.0555555555555555,0.3894867901633143,1,1,0,0,0,1,0
1160,0.5110202630157923,0.1666666666666666,0.0722608550608104,1,0,1,0,0,0,1
1161,0.8065488395321048,1.0,0.1405143027881701,0,1,0,0,0,1,0
1162,0.0312500015005139,0.5,0.0,0,0,0,1,0,0,1
1163,0.2606858504577323,0.0,0.1618181825531125,0,1,0,0,0,1,0
1164,0.7149870842272235,0.8888888888888888,0.1787630871426677,1,0,0,1,0,0,1
1165,0.0667251613709772,0.5,0.0,1,1,0,0,0,0,1
1166,0.7978166334775724,1.0,0.2262718606517368,1,0,1,0,0,1,0
1167,0.8135764828661289,0.0,0.0393667259021638,1,0,0,1,0,1,0
1168,0.4524104843653099,0.2222222222222222,0.0,0,0,1,0,0,0,1
1169,0.5110202630157923,0.8333333333333333,0.5444237293987902,1,0,0,1,0,0,1
1170,0.2071998128661994,0.2777777777777778,0.5236831060334269,1,0,1,0,0,1,0
1171,0.5741752568360734,0.3888888888888888,0.3710916676053279,1,1,0,0,0,0,1
1172,0.9793851624999936,0.6666666666666666,0.4073575105488598,1,0,1,0,0,1,0
1173,0.5907354433604012,0.8333333333333333,0.0,1,0,1,0,0,1,0
1174,0.1769035060484946,0.1111111111111111,0.0,1,0,1,0,0,0,1
1175,0.5931740676101113,0.5,0.4040512210863948,1,0,0,1,0,0,1
1176,0.488583819430137,0.611111111111111,0.0178492343132773,1,0,0,1,0,1,0
1177,0.7554093060904347,0.8333333333333333,0.0968727232906935,1,0,1,0,0,0,1
1178,0.006899948509739,0.5555555555555555,0.0,1,0,0,1,0,1,0
1179,0.7344763188865651,0.5,0.1502346340959194,1,0,0,1,0,0,1
1180,0.4900090529583608,0.1666666666666666,0.1169235936192952,1,1,0,0,0,1,0
1181,0.9591455683014224,0.611111111111111,0.1371180088783064,1,0,1,0,0,0,1
1182,0.2681983810430216,0.0555555555555555,0.0425051249951312,1,0,0,1,0,0,1
1183,0.5916346873725865,1.0,0.0,0,1,0,0,0,1,0
1184,0.9247006557932984,0.2222222222222222,0.3507652001194565,1,0,0,1,0,0,1
1185,0.0019264102668599,0.3888888888888888,0.6055008440815454,1,0,0,1,0,0,1
1186,0.9304856732855086,0.3333333333333332,0.4307668235572056,1,0,0,1,0,1,0
1187,0.6531113702844935,0.7222222222222221,0.402646417632583,1,1,0,0,0,0,1
1188,0.5110202630157923,0.1111111111111111,0.007541816276686,0,0,1,0,0,1,0
1189,0.2226907676066169,0.9444444444444444,0.3122741168269057,1,0,1,0,0,0,1
1190,0.6756783644648645,0.8333333333333333,0.2797073135049291,1,0,1,0,0,1,0
1191,0.5110202630157923,1.0,0.3422510172064378,1,0,1,0,0,1,0
1192,0.5355114184433688,1.0,0.2283493082005155,1,1,0,0,0,1,0
1193,0.2726601831412141,0.9444444444444444,0.5820278423707046,1,1,0,0,0,0,1
1194,0.5786122613608219,0.8333333333333333,0.3006429457802776,1,0,0,1,0,0,1
1195,0.5110202630157923,0.3888888888888888,0.3176816142267235,0,0,1,0,0,1,0
1196,0.8574088215935671,0.0,0.0,0,1,0,0,0,1,0
1197,0.9708226203288562,0.8888888888888888,0.2727630447154663,1,0,1,0,0,1,0
1198,0.965693117164406,0.611111111111111,0.0,1,0,1,0,0,0,1
1199,0.7218213308883731,0.5555555555555555,0.3885570973859554,1,0,1,0,0,0,1
1200,0.0326031208423315,0.2222222222222222,0.0,1,1,0,0,0,1,0
1201,0.7314007992945382,0.611111111111111,0.2127899043601493,1,0,1,0,0,1,0
1202,0.5110202630157923,0.8888888888888888,0.5942362843525002,1,1,0,0,0,0,1
1203,0.5110202630157923,0.2777777777777778,0.2650757966253614,0,0,1,0,0,1,0
1204,0.2478833949991089,0.0,0.3477893429823626,0,0,0,1,0,1,0
1205,0.4314696538018968,0.2222222222222222,0.5744975361562045,1,0,0,1,0,1,0
1206,0.7449102952688176,0.7222222222222221,0.2643810474294386,1,0,0,1,0,0,1
1207,0.6480049701135439,0.2222222222222222,0.4297260651849595,0,0,0,1,0,0,1
1208,0.3839242118066989,0.0,0.3633473988721587,0,0,0,1,0,0,1
1209,0.1922806060358115,0.9444444444444444,0.4007219195875979,1,0,0,1,0,1,0
1210,0.9971152979343836,0.8333333333333333,0.3577207157942471,0,1,0,0,0,0,1
1211,0.3619856938426388,0.4444444444444444,0.1956625932291844,0,0,1,0,0,1,0
1212,0.3900250861193014,1.0,0.2131181873738664,1,0,1,0,0,0,1
1213,0.0699110538539288,0.2222222222222222,0.1419933036770878,1,0,1,0,0,0,1
1214,0.7720557553087818,0.0555555555555555,0.0047135034029131,0,1,0,0,0,0,1
1215,0.659559526553276,0.7777777777777777,0.5090201481790855,1,1,0,0,0,1,0
1216,0.1334812726159449,0.3333333333333332,0.2931781912531138,1,0,0,1,0,1,0
1217,0.5110202630157923,0.1666666666666666,0.5002130457362942,1,0,0,1,0,0,1
1218,0.644894556123409,0.5,0.565119221837546,1,0,1,0,0,0,1
1219,0.615984843263148,0.6666666666666666,0.3007551927251687,0,1,0,0,0,1,0
1220,0.1918721923291642,0.3333333333333332,0.0,1,0,0,1,0,0,1
1221,0.945653626642165,0.7777777777777777,0.2571118695261978,1,0,1,0,0,0,1
1222,0.0559324412690732,0.7222222222222221,0.1740663270256519,0,1,0,0,0,0,1
1223,0.3688309794595961,1.0,0.0,1,0,1,0,0,0,1
1224,0.9375911922994656,0.5,0.203688337886244,1,1,0,0,0,1,0
1225,0.3548061405182795,0.5,0.278906975113093,0,0,1,0,0,1,0
1226,0.5982024857628849,0.4444444444444444,0.0,1,0,0,1,0,1,0
1227,0.3301850011304342,0.3888888888888888,0.156511216965197,1,1,0,0,0,0,1
1228,0.1929353063292745,0.5,0.0680391841922134,1,0,1,0,0,1,0
1229,0.98249045423384,0.8888888888888888,0.3256720078600387,1,0,1,0,0,0,1
1230,0.3432443962368069,0.0555555555555555,0.6182552752255794,0,0,1,0,0,1,0
1231,0.8825077222560017,0.2777777777777778,0.514981449985445,1,0,0,0,1,1,0
1232,0.1436988582775315,0.2222222222222222,0.4057012769940088,1,1,0,0,0,0,1
1233,0.1249546617618456,0.4444444444444444,0.4095098808200489,1,0,0,0,1,1,0
1234,0.5110202630157923,0.5,0.2682226568838144,1,0,1,0,0,1,0
1235,0.61282068331545,0.9444444444444444,0.0,1,1,0,0,0,0,1
1236,0.2978490667542003,0.4444444444444444,0.0,0,1,0,0,0,1,0
1237,0.8494232397608095,0.8888888888888888,0.1219378465755369,0,1,0,0,0,1,0
1238,0.4143013340632213,0.8888888888888888,0.3184637832847578,1,0,1,0,0,1,0
1239,0.9649317453033596,0.611111111111111,0.0,1,1,0,0,0,0,1
1240,0.0942749741434277,0.3333333333333332,0.6364641158547241,1,1,0,0,0,0,1
1241,0.8541676272311257,0.1111111111111111,0.3027141235866066,1,0,0,1,0,0,1
1242,0.7517955570693192,0.5,0.0,1,0,0,1,0,1,0
1243,0.7454825548456661,0.0555555555555555,0.3023740453747899,1,1,0,0,0,1,0
1244,0.8276475607753822,0.1111111111111111,0.3071264640633518,1,1,0,0,0,0,1
1245,0.7344719675834116,0.8333333333333333,0.4101104441002933,1,0,1,0,0,0,1
1246,0.5845134403049825,0.0555555555555555,0.2880588683872672,1,0,0,0,1,1,0
1247,0.0338920143998885,0.5,0.3030458548096365,0,0,1,0,0,1,0
1248,0.5110202630157923,0.2777777777777778,0.1808999286041166,1,0,1,0,0,0,1
1249,0.9122634944979336,0.5555555555555555,0.2368794073678433,1,0,1,0,0,0,1
1250,0.5738675567048545,0.3333333333333332,0.3811534295606351,1,0,0,1,0,1,0
1251,0.7739777332570664,0.7777777777777777,0.0,1,0,1,0,0,1,0
1252,0.4235482780804358,0.2777777777777778,0.2359375681696124,1,0,1,0,0,1,0
1253,0.0183885394109591,0.4444444444444444,0.4116938947376816,1,0,1,0,0,1,0
1254,0.0271517562166314,0.611111111111111,0.0,1,0,1,0,0,0,1
1255,0.6505300679520301,1.0,0.2217664182625106,1,0,1,0,0,0,1
1256,0.3665739802342407,0.1111111111111111,0.4986760517692594,1,0,0,1,0,0,1
1257,0.1109604219726108,0.7777777777777777,0.0,1,0,0,1,0,1,0
1258,0.4347528066418471,0.0555555555555555,0.2240314212420705,1,0,0,0,1,1,0
1259,0.5110202630157923,0.0555555555555555,0.193812924872915,0,0,0,1,0,1,0
1260,0.5352899817128575,0.1111111111111111,0.2595796332570612,1,1,0,0,0,1,0
1261,0.1871264650057128,0.2777777777777778,0.2770859962303141,1,0,1,0,0,0,1
1262,0.7751144164994939,0.7777777777777777,0.4821445726422362,1,1,0,0,0,1,0
1263,0.2331457428073466,0.5,0.1561300297085174,1,0,0,1,0,1,0
1264,0.3942891372808069,0.5,0.0,1,0,0,0,1,1,0
1265,0.5110202630157923,0.0,0.1514034431470168,1,0,1,0,0,0,1
